Referencia,biblioteca_walk,biblioteca_bike,biblioteca_car,biblioteca_pt,centros_salud_walk,centros_salud_bike,centros_salud_car,centros_salud_pt,farmacia_walk,farmacia_bike,farmacia_car,farmacia_pt,hospital_walk,hospital_bike,hospital_car,hospital_pt
8594095,16,7,4,13,15,7,5,11,17,8,4,12,39,19,7,29
8594099,16,7,4,13,15,7,5,11,17,8,4,12,39,19,7,29
8594100,16,7,4,13,15,7,5,11,17,8,4,12,39,19,7,29
8796114,4,2,1,4,5,3,2,5,6,3,1,6,74,36,12,23
8796136,4,2,1,4,5,3,2,5,5,2,4,4,74,36,12,23
8296097,14,7,2,10,3,2,1,3,1,1,1,2,44,21,6,16
8796227,5,2,7,4,0,0,7,0,4,2,6,3,87,42,14,23
8796236,6,3,7,5,4,2,6,3,3,1,6,3,85,41,14,23
8796224,5,3,7,5,3,2,6,3,2,1,6,3,86,41,14,23
8597282,10,5,6,4,14,7,3,6,9,4,3,6,71,34,11,26
8597132,14,7,2,9,12,6,3,8,2,1,1,2,77,37,9,23
8795013,32,15,3,23,28,14,3,22,22,10,4,18,77,37,11,39
8596221,15,7,3,10,14,6,4,9,7,3,3,6,75,36,11,25
7991266,12,6,2,10,12,6,3,11,9,4,1,8,97,47,13,25
7991268,12,6,2,10,12,6,3,11,9,4,1,8,97,47,13,25
8394135,37,18,5,12,44,21,6,15,34,16,6,13,13,6,4,7
8397729,4,2,1,2,8,4,2,4,4,2,2,1,55,27,9,26
7989090,35,17,12,12,31,15,11,10,21,10,10,8,116,56,16,27
7991269,10,5,2,9,11,5,3,10,8,4,1,7,96,46,13,25
7991270,10,5,2,7,11,5,3,8,8,4,1,5,96,46,13,22
8397369,12,6,3,8,8,4,1,2,1,0,1,1,61,29,8,25
8398006,5,2,2,5,5,2,2,6,6,3,2,5,70,34,9,30
8093048,37,18,6,17,37,18,6,16,43,21,7,15,74,35,11,21
8294057,16,8,4,8,10,5,2,5,14,7,3,8,34,16,6,18
8397416,5,2,1,4,5,2,1,4,0,0,1,0,61,29,8,27
8294025,13,6,4,8,12,6,2,5,11,5,3,9,32,15,6,16
8294137,13,6,5,9,20,10,4,9,6,3,1,5,46,22,8,20
8294134,14,7,6,10,17,8,4,8,6,3,1,5,43,21,8,22
8397307,4,2,1,4,4,2,1,5,1,1,1,2,62,30,8,28
8497324,31,15,10,24,40,19,8,27,28,14,6,22,86,41,16,37
8397120,7,3,4,7,8,4,2,5,1,0,1,1,58,28,9,25
8397166,8,4,4,8,9,4,2,6,1,1,1,1,60,29,9,25
8397088,6,3,1,6,10,5,3,5,1,1,1,1,57,27,7,24
8397708,2,1,1,2,2,1,1,4,3,1,1,2,67,32,8,28
8397089,6,3,1,6,10,5,3,5,1,1,1,1,57,27,7,25
8397137,6,3,4,6,10,5,2,5,1,1,1,1,57,27,9,24
8395196,9,4,6,8,8,4,4,7,8,4,2,7,39,19,6,19
8394047,37,18,5,12,44,21,6,15,34,16,6,13,13,6,4,17
8394053,11,5,5,6,16,8,3,8,7,3,5,6,24,11,7,14
8395179,2,1,1,1,13,6,2,6,2,1,1,2,26,13,4,13
8596171,10,5,1,5,21,10,4,10,9,4,1,6,67,32,8,25
7891057,20,9,3,5,20,10,4,6,17,8,2,3,106,51,14,21
8397596,4,2,1,3,3,2,1,3,4,2,1,3,69,33,9,30
8092045,32,16,5,16,35,17,6,15,30,15,6,16,82,39,11,20
8397604,7,3,2,5,7,3,2,7,8,4,3,7,68,33,10,32
8092049,32,16,5,16,35,17,6,15,30,15,6,16,82,39,11,19
8397589,6,3,2,5,6,3,2,6,7,3,3,7,68,33,10,32
8397585,6,3,2,3,6,3,2,5,7,3,3,6,67,32,9,30
8397536,6,3,2,6,15,7,1,9,11,6,1,8,58,28,8,28
8397560,7,3,2,6,11,5,2,7,6,3,2,6,58,28,8,28
8397395,7,3,2,4,7,3,2,6,8,4,3,7,69,33,9,31
8397509,6,3,1,6,11,5,3,7,4,2,1,5,58,28,7,27
8397532,6,3,1,6,11,5,3,7,4,2,1,4,58,28,7,27
8397188,3,2,1,3,3,1,1,4,4,2,1,3,68,33,9,29
8596158,7,3,1,6,15,7,4,8,7,4,1,7,56,27,12,25
8397527,5,2,1,4,11,5,3,5,3,1,1,3,56,27,7,24
8396129,14,7,7,11,18,9,4,9,1,1,1,1,37,18,5,17
8396120,16,7,7,9,16,8,4,7,3,2,2,3,38,18,6,18
8398011,9,4,2,8,9,4,2,9,10,5,2,9,74,36,10,34
8398001,9,4,2,8,9,4,2,9,10,5,2,9,74,36,10,33
8398007,7,3,2,6,7,3,2,6,7,3,2,6,72,34,10,32
8398016,10,5,1,9,10,5,1,9,10,5,1,10,75,36,9,35
8392005,29,14,9,23,30,14,9,22,22,11,9,20,48,23,8,27
8394133,32,16,4,8,39,19,5,11,29,14,5,9,9,4,3,7
8396242,5,3,1,4,8,4,2,4,5,3,2,3,55,27,9,28
8396227,4,2,1,3,7,4,2,5,4,2,2,3,54,26,9,27
8395075,12,6,3,8,13,6,3,5,8,4,3,7,29,14,6,15
8397474,4,2,1,3,4,2,1,3,2,1,1,2,62,30,9,28
8397433,6,3,1,4,10,5,2,5,8,4,3,6,57,28,9,28
8496024,11,5,5,7,6,3,5,7,8,4,4,6,62,30,12,25
8496066,12,6,5,8,5,2,5,6,8,4,4,7,61,29,12,24
8396337,4,2,2,4,15,7,4,6,6,3,2,3,33,16,6,16
8397459,4,2,1,3,9,4,2,5,4,2,2,2,56,27,9,27
8396392,2,1,0,1,6,3,1,4,2,1,1,2,53,26,9,26
8396430,2,1,0,2,7,3,1,5,2,1,1,2,54,26,9,27
8396429,2,1,1,2,7,4,1,5,3,1,2,3,54,26,9,27
8396428,2,1,1,2,7,4,1,4,3,1,2,1,54,26,9,26
8396427,3,1,1,3,8,4,2,4,3,1,2,2,55,26,9,27
8394095,28,13,4,4,32,16,5,8,25,12,5,5,6,3,3,5
8397545,3,2,1,3,8,4,2,5,3,2,2,2,55,27,9,27
8394098,25,12,4,4,30,15,5,8,22,11,5,5,5,2,3,4
8396114,2,1,1,1,7,3,2,4,2,1,2,2,54,26,9,26
8394099,24,12,3,5,29,14,5,8,21,10,3,6,4,2,2,4
8396424,2,1,1,2,7,3,2,5,2,1,2,2,54,26,9,27
8396244,3,1,1,3,8,4,2,5,3,1,2,3,54,26,9,28
8397544,4,2,2,4,9,4,2,6,4,2,2,3,56,27,9,27
8394093,18,9,5,14,24,12,6,16,15,7,6,13,21,10,4,17
8496046,22,11,4,10,12,6,3,6,9,4,3,4,55,27,10,30
8496058,18,9,3,10,11,5,3,4,8,4,3,3,54,26,9,24
8496013,8,4,5,6,7,3,3,7,4,2,3,3,63,30,11,25
8796220,13,6,2,8,9,4,2,5,11,5,2,7,82,40,12,26
8397694,13,6,4,11,18,8,5,14,13,6,5,11,65,31,9,28
8497026,11,5,5,5,17,8,5,8,4,2,1,2,68,33,10,30
8397671,14,7,4,11,15,7,4,10,9,4,5,8,65,31,9,27
8397660,8,4,2,7,17,8,4,11,14,7,4,10,60,29,9,27
8494017,26,12,5,13,27,13,7,12,27,13,5,12,8,4,2,7
8494036,19,9,5,13,20,10,7,12,20,10,5,13,11,5,2,10
8795003,24,11,8,18,20,10,7,15,38,18,9,25,80,38,10,32
8795002,24,11,8,18,20,10,7,15,22,11,8,17,80,38,10,29
8397471,7,3,4,4,7,3,4,5,5,2,4,5,64,31,11,30
8497289,29,14,10,22,18,9,9,17,26,12,6,20,83,40,16,41
8796211,15,7,2,13,15,7,2,14,15,7,3,14,101,49,10,29
8497288,20,10,10,23,19,9,9,18,17,8,6,21,82,39,16,37
8796201,15,7,2,13,15,7,2,14,15,7,3,14,101,49,10,29
8495077,18,9,2,10,5,2,1,5,5,2,1,5,37,18,6,23
8497294,9,4,4,4,9,4,4,6,10,5,2,3,67,32,11,33
8497296,16,8,8,12,25,12,6,17,13,6,4,11,77,37,13,34
8497283,17,8,6,12,26,12,6,16,12,6,2,10,77,37,11,35
8497270,16,8,5,12,25,12,5,16,12,6,1,10,77,37,11,35
8496176,7,3,1,5,6,3,3,3,3,1,1,3,52,25,11,21
8497265,18,9,5,14,26,12,3,15,14,7,1,11,78,38,11,33
8496179,9,4,2,6,8,4,3,5,5,2,1,3,51,25,11,22
8496038,21,10,6,12,13,6,4,7,23,11,6,11,51,25,10,27
8496041,24,12,6,11,10,5,4,4,7,3,1,4,48,23,9,25
8397021,5,2,1,4,11,5,3,5,3,1,1,3,56,27,7,24
8497188,4,2,5,4,9,4,3,9,4,2,2,1,64,31,11,26
8696114,7,4,4,5,4,2,1,3,3,2,1,2,65,31,10,25
8095169,21,10,4,9,21,10,3,6,1,1,1,1,59,28,8,24
8195272,21,10,4,10,21,10,3,6,2,1,1,2,59,28,8,23
8497274,2,1,5,2,11,5,3,11,5,2,1,2,66,32,11,28
8797335,12,6,3,5,21,10,6,9,11,5,3,4,85,41,12,21
8797329,7,3,2,6,10,5,5,6,6,3,1,5,80,38,13,24
8797334,7,3,2,6,10,5,5,6,6,3,1,5,80,39,13,23
8797332,7,3,2,6,23,11,8,11,6,3,1,5,80,38,13,24
8797324,7,3,2,6,10,5,5,6,6,3,1,5,80,39,13,23
8495044,15,7,8,11,20,9,4,14,11,5,7,10,46,22,8,30
8797310,12,6,1,4,21,10,8,8,11,5,1,3,85,41,12,20
8496153,7,3,2,6,10,5,4,6,3,1,2,3,50,24,12,23
8496164,6,3,2,6,10,5,5,7,3,1,2,3,52,25,12,23
8496172,8,4,2,6,10,5,4,6,3,2,2,3,49,24,12,23
8496163,6,3,2,5,9,4,4,6,2,1,2,2,51,24,12,22
8497202,13,6,8,9,22,10,6,14,10,5,4,8,74,36,13,34
8496155,6,3,1,5,9,4,4,5,2,1,2,2,51,24,12,22
8498002,20,9,7,18,30,15,6,23,20,9,3,17,84,40,13,39
8496166,7,3,2,5,8,4,4,5,3,1,2,2,51,25,12,22
8497204,18,8,8,13,27,13,7,19,15,7,4,12,79,38,14,37
8496167,6,3,1,5,8,4,4,4,2,1,2,2,52,25,12,22
8496168,5,2,1,4,9,4,3,4,1,1,1,0,53,25,11,21
8498008,20,9,7,18,30,15,6,23,20,9,3,17,84,40,13,39
8498005,20,9,7,18,30,15,6,23,20,9,3,18,84,40,13,40
8498006,21,10,7,18,31,15,6,24,20,10,3,18,84,41,13,40
8696129,3,1,1,3,6,3,2,4,0,0,1,0,75,36,12,24
8696128,3,1,1,3,6,3,2,4,0,0,1,0,75,36,12,24
8398013,11,5,1,10,10,5,1,10,11,5,1,10,76,36,9,35
8398014,9,4,1,8,9,4,1,9,10,5,1,9,74,36,9,34
8397001,9,4,2,6,9,4,2,8,10,5,2,7,71,34,10,31
8596020,5,3,6,5,12,6,3,10,8,4,4,7,67,32,11,28
8597091,5,3,6,5,12,6,3,8,8,4,4,6,67,32,11,28
8597093,5,2,6,4,12,6,3,9,7,3,4,6,66,32,11,28
8696126,6,3,4,3,9,4,2,3,4,2,1,1,61,30,9,25
8594061,15,7,2,10,23,11,4,12,15,7,1,11,41,20,6,30
8696270,6,3,4,2,7,3,2,5,4,2,4,4,71,34,11,24
8194122,22,11,4,10,22,11,3,6,1,0,1,1,58,28,7,24
8496204,7,3,1,2,10,5,2,4,7,3,2,2,57,27,10,27
8094101,33,16,6,11,33,16,5,7,13,6,2,4,71,34,9,28
8196026,17,8,4,9,13,6,3,7,9,4,3,6,57,28,8,23
8293048,38,18,7,10,44,21,7,12,33,16,8,11,20,10,5,9
8294140,33,16,9,16,39,19,10,18,27,13,9,17,27,13,8,14
8094062,23,11,5,9,23,11,4,5,5,2,1,4,62,30,8,25
8797276,3,2,2,3,6,3,1,3,1,0,1,1,88,42,13,19
8094022,25,12,4,7,24,12,4,7,11,5,3,9,70,33,10,31
8094028,23,11,4,8,22,11,3,4,4,2,1,3,61,29,8,24
8094032,23,11,5,9,23,11,4,5,5,2,1,4,62,30,8,25
8094009,23,11,4,9,23,11,3,5,3,2,1,3,61,29,8,25
8797318,3,2,2,3,6,3,1,3,1,0,1,1,88,42,13,19
8094010,23,11,5,9,23,11,4,5,5,2,1,4,62,30,8,25
8990006,99,47,18,55,96,46,16,52,89,43,16,50,136,65,17,70
8990005,99,47,18,55,96,46,16,52,89,43,16,50,136,65,17,70
8094018,34,16,6,11,34,16,5,7,14,7,3,4,71,34,10,28
8094066,31,15,5,10,31,15,4,6,12,6,2,3,69,33,9,27
8094046,31,15,5,11,31,15,4,7,12,6,2,5,69,33,9,30
8497336,10,5,3,6,13,6,4,8,6,3,2,6,61,29,10,27
8497348,10,5,3,6,13,6,4,8,6,3,2,4,61,29,10,27
8094016,34,16,6,12,34,16,5,8,14,7,3,5,71,34,10,31
8094035,50,24,9,23,50,24,8,20,30,15,5,18,62,30,11,35
8094064,50,24,9,23,50,24,8,20,30,15,5,18,62,30,11,35
8093020,51,24,8,26,53,25,7,21,33,16,5,20,64,31,11,30
8395230,10,5,2,9,17,8,4,9,7,3,1,6,34,16,6,18
8092026,34,16,6,14,34,17,6,14,31,15,6,13,71,34,10,20
8093010,36,17,6,17,37,18,6,16,33,16,6,15,73,35,11,20
8092035,36,17,5,17,37,18,6,16,33,16,6,15,73,35,11,20
7995088,36,17,6,15,36,17,6,15,29,14,5,16,90,43,13,40
8093005,38,18,5,18,39,19,6,17,35,17,6,17,75,36,11,22
7995085,29,14,5,11,29,14,5,10,22,11,4,12,83,40,12,34
8796264,10,5,2,6,6,3,2,3,8,4,2,4,84,41,12,25
8093021,39,19,7,19,40,19,7,19,38,18,8,19,76,37,12,24
8093015,44,21,8,26,46,22,8,25,39,19,7,24,70,34,12,29
8497347,13,6,4,7,10,5,3,6,7,3,3,5,61,29,10,27
7996034,31,15,7,9,32,16,7,8,36,17,7,8,96,46,14,32
8093008,40,19,8,23,42,20,8,22,38,18,7,22,73,35,12,29
7996035,31,15,7,13,32,16,7,12,36,17,7,12,96,46,14,35
8496205,23,11,5,9,9,4,3,6,9,4,2,5,56,27,10,26
7996045,32,16,7,14,34,16,7,13,37,18,7,13,97,47,14,38
8696162,8,4,2,5,17,8,3,8,7,3,2,6,70,34,9,24
8094073,36,17,4,19,36,17,4,18,22,11,2,20,81,39,7,40
8696163,9,4,2,5,17,8,3,9,8,4,2,6,71,34,9,24
7994009,29,14,5,7,30,14,5,7,22,11,4,8,78,38,11,35
8796296,10,5,2,6,7,3,2,3,9,4,2,4,85,41,12,25
8797269,29,14,8,13,10,5,2,4,7,3,1,5,82,39,12,21
8797272,26,12,7,10,54,26,7,16,6,3,1,3,85,41,11,19
8796289,10,5,2,6,7,3,2,3,9,4,2,4,85,41,12,25
8797325,9,4,4,6,10,5,2,4,7,3,1,5,82,39,12,21
8696138,4,2,1,4,5,3,1,5,6,3,1,5,74,35,12,23
8696137,3,2,1,3,5,2,1,5,5,2,1,4,74,35,12,22
8696136,3,1,1,4,5,3,1,5,4,2,1,5,74,36,12,22
8796299,4,2,1,4,1,1,1,1,3,1,1,3,86,41,12,23
8696134,3,1,1,2,5,3,1,5,4,2,1,4,74,36,12,23
8696144,0,0,0,0,6,3,1,3,3,1,1,2,74,36,12,24
8896382,3,2,2,3,6,3,2,6,3,2,2,3,92,44,12,19
8095075,24,12,5,9,24,12,4,5,6,3,1,4,64,31,8,25
8795018,34,16,5,22,32,16,6,25,19,9,4,16,81,39,14,37
8795019,31,15,3,23,28,14,3,22,22,10,4,18,77,37,11,39
8795020,31,15,3,23,28,14,3,22,22,10,4,18,77,37,11,39
8796162,3,2,1,3,2,1,1,2,1,1,2,1,88,43,12,22
8796147,3,2,1,3,2,1,1,2,1,1,2,1,88,43,12,22
8796274,5,2,7,4,4,2,7,4,1,1,6,1,86,41,14,22
8093017,45,22,7,19,50,24,7,18,32,16,4,13,56,27,8,28
8193027,38,18,7,15,43,21,7,14,33,16,5,15,49,24,8,22
8094044,39,19,9,25,40,19,8,23,22,10,5,18,63,30,11,31
8095085,18,8,3,11,18,8,3,7,3,1,1,2,61,30,8,26
8195171,10,5,3,8,11,5,3,7,7,3,1,3,56,27,8,23
8195162,11,6,3,7,13,6,3,8,9,5,2,5,61,29,8,26
8796283,4,2,2,4,5,2,1,2,1,1,1,1,86,42,12,20
8195133,10,5,2,4,10,5,3,6,6,3,1,2,57,28,8,24
8797300,7,3,7,5,9,4,6,5,4,2,6,4,86,41,14,20
8797289,7,3,2,5,9,4,2,5,4,2,1,4,86,41,11,20
8196007,8,4,2,7,11,5,2,6,3,2,1,3,57,28,8,25
8797293,26,13,7,10,10,5,2,4,7,3,1,3,85,41,11,19
8195140,10,5,3,7,9,4,3,6,6,3,1,4,56,27,8,25
8196246,14,7,3,9,9,4,3,7,12,6,3,10,56,27,8,24
8196128,17,8,4,9,13,6,3,7,9,4,3,6,57,28,8,23
8196220,6,3,2,5,10,5,1,7,2,1,1,2,59,28,7,24
7995025,33,16,5,12,33,16,5,12,26,12,5,13,86,42,13,37
8092034,33,16,6,10,34,16,7,9,31,15,7,9,64,31,10,16
8193009,43,21,8,13,48,23,7,11,32,15,4,6,54,26,8,20
8296659,0,0,0,0,9,4,2,8,9,4,1,9,58,28,7,20
8296645,0,0,1,0,9,4,2,8,9,4,1,9,58,28,7,20
8193030,36,18,6,11,41,20,6,9,25,12,3,5,47,23,7,18
8296655,9,4,0,8,10,5,2,7,2,1,1,2,51,25,7,20
7991006,8,4,2,7,9,4,2,8,6,3,1,5,94,45,12,22
8194097,28,13,6,14,28,14,5,14,22,10,4,13,67,32,7,26
8092021,30,14,5,11,31,15,5,10,27,13,5,9,68,32,10,15
8194056,21,10,7,6,26,12,6,6,18,8,3,7,35,17,7,10
8297077,5,2,1,5,1,0,1,1,2,1,1,2,58,28,8,21
8193052,40,19,7,13,44,21,6,12,34,16,5,12,50,24,7,17
8193050,34,16,7,14,38,18,6,13,28,13,5,12,44,21,7,22
8195232,8,4,4,6,10,5,4,5,4,2,4,4,52,25,9,17
8195200,6,3,4,4,7,4,3,3,7,3,3,5,54,26,8,20
8297101,2,1,0,2,3,1,2,3,2,1,2,2,62,30,9,26
8295054,10,5,5,8,15,7,2,5,4,2,2,3,46,22,6,20
8295155,19,9,6,13,15,7,5,9,16,8,6,10,43,21,9,24
8296705,17,8,2,11,6,3,1,4,5,2,1,3,47,23,6,19
8294117,15,7,6,10,15,7,4,7,8,4,1,5,40,19,8,23
8294028,13,6,6,7,17,8,5,7,6,3,1,5,46,22,8,18
8597019,2,1,5,2,14,7,3,9,8,4,2,5,68,33,10,26
8597134,16,8,8,15,19,9,6,17,22,10,5,18,80,39,14,36
8497301,16,8,8,15,27,13,7,20,16,8,4,14,80,39,14,36
8696269,4,2,1,4,5,3,1,5,5,3,1,5,74,35,12,22
8696281,2,1,0,2,5,2,2,4,3,2,1,3,73,35,12,23
8297455,9,4,3,7,9,4,2,6,2,1,1,2,54,26,8,20
8597247,18,9,3,11,13,6,3,6,8,4,3,6,72,34,11,26
8597211,11,5,6,4,15,7,2,7,10,5,2,7,72,35,10,26
8597210,11,5,6,4,15,7,2,7,10,5,2,7,72,35,10,26
8597199,11,5,6,4,15,7,2,7,10,5,2,7,72,35,10,26
8496214,23,11,6,10,11,5,4,5,26,12,6,9,49,23,9,24
8297253,10,5,2,9,8,4,2,7,0,0,1,0,52,25,7,20
8095155,17,8,3,12,17,8,2,8,2,1,1,2,63,30,9,27
8297265,10,5,1,9,8,4,2,6,1,1,1,1,53,26,7,19
8494101,22,11,4,9,24,12,6,8,24,12,4,9,7,3,2,8
7891035,19,9,4,5,20,9,4,6,17,8,3,3,105,51,14,20
7891032,19,9,4,4,19,9,4,5,16,8,3,2,104,50,14,19
8492093,27,13,5,22,34,16,8,26,25,12,4,22,60,29,11,38
8394108,16,8,2,7,19,9,4,6,19,9,4,6,14,7,4,11
8394109,16,8,2,7,19,9,4,6,19,9,4,6,14,7,4,11
8394110,18,9,2,5,21,10,4,4,20,10,4,5,13,6,4,6
8394111,18,9,2,5,21,10,4,4,20,10,4,5,13,6,4,6
8394083,19,9,2,6,21,10,4,5,21,10,4,6,12,6,4,10
8394104,19,9,4,6,21,10,6,5,21,10,6,6,12,6,2,10
8494118,22,11,4,10,27,13,5,6,24,12,4,10,7,3,2,6
8598001,18,9,8,16,16,8,6,14,15,7,5,14,83,40,13,37
8593100,14,7,5,6,7,3,4,5,12,6,4,6,43,21,7,32
8594023,6,3,1,5,15,7,4,8,7,4,1,6,32,16,6,24
8594057,3,1,1,2,11,5,3,4,4,2,1,3,28,14,5,22
8393023,35,17,6,8,42,20,7,10,35,17,6,10,11,5,5,8
8393046,36,17,6,10,43,21,7,12,35,17,6,12,13,6,5,10
7891049,20,9,3,5,20,10,4,6,17,8,3,3,106,51,14,19
7891048,19,9,4,4,19,9,4,5,16,8,3,2,104,50,14,19
8596045,12,6,1,4,17,8,4,6,9,4,1,4,55,26,11,24
8597239,17,8,3,10,10,5,2,7,6,3,2,5,76,37,10,25
8697544,11,5,3,9,2,1,1,1,2,1,1,3,81,39,9,27
7891063,21,10,4,6,22,10,4,7,19,9,3,4,104,50,14,22
8697549,8,4,1,7,8,4,2,5,1,0,1,1,80,39,9,24
7891041,19,9,3,4,19,9,4,5,16,8,3,2,104,50,14,19
8496209,3,1,0,3,11,5,3,4,3,1,1,3,54,26,11,22
8697518,8,4,2,7,4,2,2,5,2,1,2,3,81,39,9,25
8697519,8,4,2,8,4,2,2,6,2,1,2,2,81,39,9,26
8596039,5,2,1,4,12,6,4,6,5,2,1,4,54,26,11,23
8596054,4,2,1,3,11,5,4,5,4,2,1,4,55,26,11,23
8696217,4,2,4,5,9,4,2,5,7,3,2,6,64,31,10,27
8696212,7,3,3,3,9,4,3,4,7,3,1,3,60,29,10,26
8696211,8,4,3,5,11,5,3,5,8,4,1,5,59,28,10,27
8696246,5,2,3,4,12,6,3,5,4,2,1,3,61,29,9,27
8597273,13,6,3,11,0,0,1,2,0,0,1,0,82,39,10,28
8697420,10,5,2,9,5,2,3,6,2,1,1,1,82,39,10,26
8597277,14,7,3,11,1,1,1,1,1,1,1,1,81,39,10,28
8596126,6,3,6,6,7,3,3,7,2,1,4,2,62,30,11,24
8597259,15,7,3,13,3,1,1,2,3,1,1,2,83,40,10,28
8697503,14,7,2,9,10,5,4,6,4,2,1,1,87,42,10,25
8697504,14,7,2,9,10,5,4,6,4,2,1,1,87,42,10,25
8697505,14,7,2,9,9,4,4,6,3,1,1,1,86,41,10,26
8697506,14,7,2,9,9,4,4,6,3,1,1,1,86,41,10,26
8596006,17,8,3,8,9,4,2,7,4,2,1,4,63,30,12,24
8696181,4,2,1,3,8,4,4,6,3,1,1,3,68,33,10,24
8596005,17,8,3,6,9,4,2,5,4,2,1,2,63,30,12,23
8596047,14,7,3,9,9,4,2,6,6,3,1,5,61,29,11,22
8596060,8,4,1,4,18,9,4,8,7,3,1,5,69,33,8,23
8696171,7,4,1,4,16,8,4,8,6,3,1,5,69,33,9,23
8696170,5,2,1,1,7,3,4,4,4,2,1,2,69,33,9,24
8696167,5,2,1,2,7,3,4,4,4,2,1,4,69,33,9,24
8696176,5,3,2,2,7,3,3,4,4,2,1,3,70,34,9,23
8596169,6,3,6,6,13,6,3,9,8,4,4,7,68,33,11,29
8696199,4,2,4,1,6,3,2,4,5,2,4,4,69,33,11,24
8696186,6,3,4,3,6,3,2,5,5,2,4,4,70,34,11,24
8696307,1,1,1,3,7,4,4,7,3,1,1,2,67,32,9,26
8596090,15,7,4,10,24,12,6,12,3,1,2,2,54,26,9,28
8596094,4,2,1,4,13,6,4,7,14,7,5,9,57,27,12,25
8696295,5,2,0,3,9,4,4,6,4,2,1,3,67,32,9,25
8596103,18,8,3,8,9,4,3,7,5,2,1,4,64,31,12,25
8596097,20,10,4,7,12,6,3,5,7,3,2,3,66,32,12,28
8596070,10,5,6,5,17,8,5,9,12,6,4,9,68,33,12,28
8596071,10,5,6,5,17,8,3,9,12,6,3,9,68,33,11,28
8497310,5,2,5,4,10,5,2,10,5,2,1,3,65,31,12,25
8697501,16,8,4,10,10,5,3,6,4,2,1,3,73,35,9,23
8596105,10,5,6,5,17,8,5,9,12,6,4,9,68,33,12,28
8596133,20,10,4,7,18,8,5,10,13,6,4,10,67,32,12,28
8596134,15,7,5,11,18,8,5,10,13,6,4,10,67,32,12,28
8596201,21,10,4,8,19,9,5,11,14,7,4,11,67,32,12,28
8596203,20,10,4,7,18,9,5,10,13,6,4,10,66,32,12,28
8596196,20,9,4,8,11,5,3,7,7,3,1,4,66,32,13,28
8596204,15,7,5,11,18,8,5,10,13,6,4,10,67,32,12,28
8597017,15,7,2,9,14,6,3,7,7,3,2,2,75,36,10,22
8597012,15,7,3,10,14,6,4,9,7,3,3,6,75,36,11,23
8597011,15,7,3,10,14,6,4,9,7,3,3,6,75,36,11,23
8597066,15,7,3,10,14,6,4,9,7,3,3,6,75,36,11,23
8497319,0,0,6,0,12,6,3,10,6,3,2,4,67,32,11,26
8596027,18,9,4,9,10,5,3,8,5,2,1,5,64,31,12,25
8596012,17,8,10,7,8,4,10,6,4,2,11,3,63,30,7,24
8597137,11,5,6,5,15,7,4,7,10,5,3,7,70,33,11,27
8597124,10,5,6,4,13,6,3,6,8,4,3,6,71,34,11,26
8596019,6,3,6,5,12,6,3,10,8,4,4,7,67,32,11,28
8596164,6,3,6,5,12,6,3,10,8,4,4,7,67,32,11,27
8597044,16,8,3,9,11,5,4,8,2,1,1,2,77,37,10,25
8597046,19,9,4,8,6,3,2,3,4,2,3,5,76,37,9,24
8597056,17,8,4,10,11,5,2,8,6,3,2,5,76,37,9,25
8596024,20,10,3,12,15,7,4,8,10,5,3,8,73,35,11,26
8597055,16,8,3,9,10,5,4,7,5,2,3,4,76,36,11,24
8597113,16,8,3,9,10,5,4,7,5,2,3,4,76,36,11,24
8696051,5,2,1,4,5,2,1,4,2,1,3,2,73,35,12,26
8696049,7,3,4,4,9,4,2,3,4,2,1,1,60,29,9,26
8696048,4,2,1,3,4,2,1,4,3,2,3,3,73,35,12,22
8696047,4,2,1,3,5,2,1,4,5,2,1,5,73,35,12,22
8696046,4,2,1,3,4,2,1,4,5,2,1,4,73,35,12,22
8696045,4,2,1,3,5,2,1,4,5,2,1,4,73,35,12,21
8696044,4,2,1,2,5,2,1,4,5,2,1,3,73,35,12,22
8696043,2,1,1,2,5,2,1,4,3,2,1,3,73,35,12,22
8696071,1,1,0,1,5,2,1,2,2,1,1,1,73,35,12,23
8596053,11,5,2,7,18,9,4,9,9,4,3,7,55,26,8,30
8697466,9,4,3,6,25,12,6,8,7,3,3,5,79,38,11,22
8696073,3,1,1,3,6,3,1,3,1,0,1,1,74,36,12,24
8696060,3,1,1,3,6,3,1,3,1,0,1,1,74,36,12,24
8695010,10,5,3,6,12,6,3,6,9,4,1,6,57,27,10,30
8697438,4,2,1,3,6,3,2,4,2,1,1,2,75,36,12,23
8696077,9,4,2,5,3,1,1,2,5,2,3,3,68,33,12,26
8696076,8,4,5,6,3,1,1,3,6,3,3,2,67,32,12,25
8696062,6,3,5,5,3,2,1,2,4,2,1,1,66,32,11,24
8696072,6,3,5,4,4,2,1,2,5,2,1,1,66,32,11,24
8696082,7,3,6,4,9,4,2,2,7,3,2,1,67,32,12,25
8295142,17,8,7,13,4,2,2,4,3,2,1,3,38,18,5,17
8696018,4,2,4,5,8,4,2,4,3,2,1,2,63,30,10,26
8696017,4,2,4,5,8,4,2,4,3,2,1,2,63,30,10,26
8295150,15,7,3,12,16,8,3,9,13,6,3,7,45,22,5,18
8696015,5,2,4,4,8,4,2,3,3,1,1,1,62,30,10,25
8696010,8,4,4,6,9,4,2,5,4,2,1,3,64,31,10,26
8696020,8,4,4,6,9,4,2,5,4,2,1,3,64,31,10,26
8696008,6,3,4,5,6,3,2,4,2,1,1,2,63,30,10,26
